y,x,street_count,highway,longitude,latitude
12.9349662,77.6247861,3,nan,77.6247861,12.9349662
12.9359222,77.6282414,3,nan,77.6282414,12.9359222
12.9248811,77.633657,4,nan,77.633657,12.9248811
12.9270821,77.6223767,3,nan,77.6223767,12.9270821
12.9266575,77.6234079,4,nan,77.6234079,12.9266575
12.9276367,77.6210614,4,nan,77.6210614,12.9276367
12.937249,77.6270053,4,nan,77.6270053,12.937249
12.9372808,77.6268738,4,nan,77.6268738,12.9372808
12.9373325,77.6269369,4,nan,77.6269369,12.9373325
12.9248662,77.6335624,4,nan,77.6335624,12.9248662
12.9333571,77.6288317,3,nan,77.6288317,12.9333571
12.9338402,77.6293304,3,nan,77.6293304,12.9338402
12.9331351,77.6290487,3,nan,77.6290487,12.9331351
12.933655,77.6295824,3,nan,77.6295824,12.933655
12.9316786,77.62797,3,nan,77.62797,12.9316786
12.9308869,77.6278742,3,nan,77.6278742,12.9308869
12.9300264,77.6384362,3,nan,77.6384362,12.9300264
12.9300511,77.6381868,3,nan,77.6381868,12.9300511
12.925456,77.6365642,3,nan,77.6365642,12.925456
12.9257981,77.6251869,3,nan,77.6251869,12.9257981
12.9270435,77.6397144,3,nan,77.6397144,12.9270435
12.9267137,77.6395562,3,nan,77.6395562,12.9267137
12.931584,77.6244978,3,nan,77.6244978,12.931584
12.9288342,77.638054,1,nan,77.638054,12.9288342
12.9431759,77.6188907,3,nan,77.6188907,12.9431759
12.9430725,77.6220697,3,nan,77.6220697,12.9430725
12.9401574,77.6271281,3,nan,77.6271281,12.9401574
12.9400176,77.6264655,1,nan,77.6264655,12.9400176
12.9403548,77.626255,3,nan,77.626255,12.9403548
12.9405141,77.6267151,3,nan,77.6267151,12.9405141
12.9254301,77.6327427,3,nan,77.6327427,12.9254301
12.9388595,77.6259175,3,nan,77.6259175,12.9388595
12.9391484,77.6269108,3,nan,77.6269108,12.9391484
12.9292256,77.6400556,3,nan,77.6400556,12.9292256
12.9281493,77.638597,4,nan,77.638597,12.9281493
12.929595,77.6393815,3,nan,77.6393815,12.929595
12.9298754,77.6388736,3,nan,77.6388736,12.9298754
12.9284238,77.6380769,3,nan,77.6380769,12.9284238
12.9417991,77.6218422,3,nan,77.6218422,12.9417991
12.9250287,77.6270231,3,nan,77.6270231,12.9250287
12.9331876,77.6239843,3,nan,77.6239843,12.9331876
12.9261655,77.6382463,3,nan,77.6382463,12.9261655
12.9262159,77.6379464,4,nan,77.6379464,12.9262159
12.9262879,77.6375739,3,nan,77.6375739,12.9262879
12.939568,77.6259828,1,nan,77.6259828,12.939568
12.9393368,77.6257146,3,nan,77.6257146,12.9393368
12.9397601,77.626318,1,nan,77.626318,12.9397601
12.9390317,77.6265287,4,nan,77.6265287,12.9390317
12.9397954,77.6260217,1,nan,77.6260217,12.9397954
12.9400476,77.6257226,3,nan,77.6257226,12.9400476
12.9440815,77.6183898,3,nan,77.6183898,12.9440815
12.9437178,77.6181494,1,nan,77.6181494,12.9437178
12.9434812,77.6180997,3,nan,77.6180997,12.9434812
12.936614,77.6278388,1,nan,77.6278388,12.936614
12.936584,77.62826,1,nan,77.62826,12.936584
12.9369344,77.6282269,3,nan,77.6282269,12.9369344
12.9366467,77.6288715,1,nan,77.6288715,12.9366467
12.9364154,77.6288769,1,nan,77.6288769,12.9364154
12.9337437,77.6252465,1,nan,77.6252465,12.9337437
12.9340535,77.6253565,3,nan,77.6253565,12.9340535
12.933677,77.6249488,1,nan,77.6249488,12.933677
12.9341724,77.625166,3,nan,77.625166,12.9341724
12.9337881,77.6245559,1,nan,77.6245559,12.9337881
12.9343476,77.6249106,3,nan,77.6249106,12.9343476
12.9339764,77.6354764,1,nan,77.6354764,12.9339764
12.9443419,77.6194321,3,nan,77.6194321,12.9443419
12.9447714,77.6193126,3,nan,77.6193126,12.9447714
12.9443818,77.6192289,3,nan,77.6192289,12.9443818
12.9443216,77.6195354,1,nan,77.6195354,12.9443216
12.9431751,77.620027,1,nan,77.620027,12.9431751
12.9430547,77.6203049,3,nan,77.6203049,12.9430547
12.9442795,77.6206842,3,nan,77.6206842,12.9442795
12.9437694,77.6207175,3,nan,77.6207175,12.9437694
12.9416784,77.6207433,3,nan,77.6207433,12.9416784
12.9415884,77.6198784,1,nan,77.6198784,12.9415884
12.9424411,77.6174347,3,nan,77.6174347,12.9424411
12.9337136,77.6304346,3,nan,77.6304346,12.9337136
12.936052,77.6281101,3,nan,77.6281101,12.936052
12.9297835,77.6329031,3,nan,77.6329031,12.9297835
12.9298679,77.6330992,4,nan,77.6330992,12.9298679
12.9298734,77.6331786,4,nan,77.6331786,12.9298734
12.9297981,77.6331015,4,nan,77.6331015,12.9297981
12.9261131,77.6329438,1,nan,77.6329438,12.9261131
12.9268932,77.6329046,3,nan,77.6329046,12.9268932
12.93001,77.6292344,4,nan,77.6292344,12.93001
12.9282369,77.6379722,1,nan,77.6379722,12.9282369
12.926535,77.6393958,3,nan,77.6393958,12.926535
12.9279327,77.6380721,3,nan,77.6380721,12.9279327
12.9273799,77.6377631,3,nan,77.6377631,12.9273799
12.9290277,77.6379079,1,nan,77.6379079,12.9290277
12.9286908,77.6372425,3,nan,77.6372425,12.9286908
12.9284042,77.6378381,1,nan,77.6378381,12.9284042
12.9288839,77.6373427,3,nan,77.6373427,12.9288839
12.9285944,77.6379581,1,nan,77.6379581,12.9285944
12.9292983,77.6377067,1,nan,77.6377067,12.9292983
12.929087,77.6374472,3,nan,77.6374472,12.929087
12.9261146,77.6327079,1,nan,77.6327079,12.9261146
12.9291257,77.6373661,1,nan,77.6373661,12.9291257
12.9296915,77.6371089,1,nan,77.6371089,12.9296915
12.9279201,77.6401416,3,nan,77.6401416,12.9279201
12.9262002,77.6397991,1,nan,77.6397991,12.9262002
12.9452148,77.6177805,4,nan,77.6177805,12.9452148
12.9450361,77.6177268,3,nan,77.6177268,12.9450361
12.9325567,77.6244067,1,nan,77.6244067,12.9325567
12.9325374,77.6247485,3,nan,77.6247485,12.9325374
12.9459393,77.6185367,4,nan,77.6185367,12.9459393
12.9458431,77.6176011,3,nan,77.6176011,12.9458431
12.9459635,77.6172781,3,nan,77.6172781,12.9459635
12.9451262,77.6185349,1,nan,77.6185349,12.9451262
12.9451841,77.618243,3,nan,77.618243,12.9451841
12.9387599,77.6266087,1,nan,77.6266087,12.9387599
12.9441794,77.6179737,3,nan,77.6179737,12.9441794
12.9428745,77.6222934,3,nan,77.6222934,12.9428745
12.9306062,77.6293853,3,nan,77.6293853,12.9306062
12.9424728,77.6228483,4,nan,77.6228483,12.9424728
12.9424221,77.6228085,3,nan,77.6228085,12.9424221
12.937197,77.626942,4,nan,77.626942,12.937197
12.9405853,77.6256692,1,nan,77.6256692,12.9405853
12.9454989,77.6179042,3,nan,77.6179042,12.9454989
12.9445482,77.6184996,1,nan,77.6184996,12.9445482
12.9442063,77.6198762,3,nan,77.6198762,12.9442063
12.9440505,77.6201784,1,nan,77.6201784,12.9440505
12.945256,77.6172454,3,nan,77.6172454,12.945256
12.9463064,77.6175799,3,nan,77.6175799,12.9463064
12.9461708,77.6179091,3,nan,77.6179091,12.9461708
12.946054,77.618074,3,nan,77.618074,12.946054
12.9425693,77.6227316,3,nan,77.6227316,12.9425693
12.9425267,77.6226859,4,nan,77.6226859,12.9425267
12.9424807,77.6227384,4,nan,77.6227384,12.9424807
12.9462395,77.6177424,4,nan,77.6177424,12.9462395
12.934743,77.6348009,3,nan,77.6348009,12.934743
12.9348224,77.6350615,3,nan,77.6350615,12.9348224
12.9278941,77.6384623,1,nan,77.6384623,12.9278941
12.9271507,77.6377362,3,nan,77.6377362,12.9271507
12.9270835,77.6380888,3,nan,77.6380888,12.9270835
12.9268813,77.632652,3,nan,77.632652,12.9268813
12.9326276,77.6297867,3,nan,77.6297867,12.9326276
12.9328242,77.6300271,3,nan,77.6300271,12.9328242
12.9324317,77.6298807,3,nan,77.6298807,12.9324317
12.9326572,77.6301725,3,nan,77.6301725,12.9326572
12.9459854,77.6182681,4,nan,77.6182681,12.9459854
12.9266743,77.6398998,1,nan,77.6398998,12.9266743
12.9298061,77.6331811,4,nan,77.6331811,12.9298061
12.9247751,77.6322761,3,nan,77.6322761,12.9247751
12.9397753,77.6268405,1,nan,77.6268405,12.9397753
12.9400263,77.6266998,1,nan,77.6266998,12.9400263
12.9360999,77.6281617,1,nan,77.6281617,12.9360999
12.9401666,77.6256958,3,nan,77.6256958,12.9401666
12.9403724,77.6255086,1,nan,77.6255086,12.9403724
12.9392294,77.6276529,1,nan,77.6276529,12.9392294
12.9393018,77.6274005,3,nan,77.6274005,12.9393018
12.9392798,77.6271342,1,nan,77.6271342,12.9392798
12.9454013,77.6192755,3,nan,77.6192755,12.9454013
12.9419133,77.6194716,3,nan,77.6194716,12.9419133
12.9416257,77.6197904,3,nan,77.6197904,12.9416257
12.9417741,77.6198578,1,nan,77.6198578,12.9417741
12.9425735,77.6214369,3,nan,77.6214369,12.9425735
12.9327371,77.6253364,3,nan,77.6253364,12.9327371
12.9327178,77.6249579,1,nan,77.6249579,12.9327178
12.9328452,77.6253623,3,nan,77.6253623,12.9328452
12.9327898,77.6248625,1,nan,77.6248625,12.9327898
12.9359649,77.6282927,1,nan,77.6282927,12.9359649
12.9308319,77.6281429,3,nan,77.6281429,12.9308319
12.9312104,77.6282265,3,nan,77.6282265,12.9312104
12.933194,77.624452,3,nan,77.624452,12.933194
12.9328445,77.6244393,1,nan,77.6244393,12.9328445
12.9436635,77.6238234,1,nan,77.6238234,12.9436635
12.9310714,77.6362181,3,nan,77.6362181,12.9310714
12.9425168,77.6210713,1,nan,77.6210713,12.9425168
12.941614,77.6185855,3,nan,77.6185855,12.941614
12.9416498,77.6188713,1,nan,77.6188713,12.9416498
12.9417862,77.6185296,1,nan,77.6185296,12.9417862
12.9322543,77.6240837,3,nan,77.6240837,12.9322543
12.9327361,77.6241573,1,nan,77.6241573,12.9327361
12.9344595,77.6296908,4,nan,77.6296908,12.9344595
12.9344996,77.6296526,4,nan,77.6296526,12.9344996
12.9397535,77.6254157,3,nan,77.6254157,12.9397535
12.9398186,77.6254848,4,nan,77.6254848,12.9398186
12.9399056,77.6254211,4,nan,77.6254211,12.9399056
12.9398501,77.6253654,4,nan,77.6253654,12.9398501
12.9249494,77.634089,3,nan,77.634089,12.9249494
12.9249363,77.6339922,3,nan,77.6339922,12.9249363
12.9242826,77.628792,3,nan,77.628792,12.9242826
12.9466348,77.6188059,3,nan,77.6188059,12.9466348
12.946584,77.618915,3,nan,77.618915,12.946584
12.9459468,77.618678,3,nan,77.618678,12.9459468
12.9413858,77.6212925,3,nan,77.6212925,12.9413858
12.9348493,77.6293229,3,nan,77.6293229,12.9348493
12.9347948,77.6292645,3,nan,77.6292645,12.9347948
12.9300328,77.6354884,1,nan,77.6354884,12.9300328
12.9298683,77.6350148,1,nan,77.6350148,12.9298683
12.9297155,77.6351872,4,nan,77.6351872,12.9297155
12.9295544,77.6353609,1,nan,77.6353609,12.9295544
12.9273811,77.6398404,1,nan,77.6398404,12.9273811
12.9281255,77.6295999,1,nan,77.6295999,12.9281255
12.9281661,77.6296105,3,nan,77.6296105,12.9281661
12.9315723,77.6231711,3,nan,77.6231711,12.9315723
12.9316237,77.6230515,1,nan,77.6230515,12.9316237
12.9311063,77.629466,3,nan,77.629466,12.9311063
