y,x,street_count,highway,longitude,latitude
12.941206,77.624091,4,nan,77.624091,12.941206
12.9244338,77.6386112,3,nan,77.6386112,12.9244338
12.925004,77.6336364,4,nan,77.6336364,12.925004
12.9252567,77.6374045,3,nan,77.6374045,12.9252567
12.9254266,77.6369855,3,nan,77.6369855,12.9254266
12.9266897,77.6389683,3,nan,77.6389683,12.9266897
12.9334225,77.6233943,3,nan,77.6233943,12.9334225
12.9275787,77.6375047,4,nan,77.6375047,12.9275787
12.9345169,77.6238935,3,traffic_signals,77.6238935,12.9345169
12.9258422,77.6327515,3,nan,77.6327515,12.9258422
12.9258904,77.6334526,3,nan,77.6334526,12.9258904
12.9269173,77.6333551,4,nan,77.6333551,12.9269173
12.9246162,77.6282981,4,nan,77.6282981,12.9246162
12.9248416,77.6327303,3,nan,77.6327303,12.9248416
12.9348055,77.6293659,3,nan,77.6293659,12.9348055
12.9349406,77.6297914,1,nan,77.6297914,12.9349406
12.9354848,77.6287119,3,nan,77.6287119,12.9354848
12.9356537,77.6295896,1,nan,77.6295896,12.9356537
12.9357355,77.6287062,3,nan,77.6287062,12.9357355
12.9359637,77.6294989,1,nan,77.6294989,12.9359637
12.9362777,77.6293386,1,nan,77.6293386,12.9362777
12.9331941,77.6359634,4,nan,77.6359634,12.9331941
12.9342539,77.6362309,1,nan,77.6362309,12.9342539
12.9339455,77.6364724,1,nan,77.6364724,12.9339455
12.9322973,77.6338725,3,nan,77.6338725,12.9322973
12.9328645,77.6338186,1,nan,77.6338186,12.9328645
12.9322969,77.6354201,3,nan,77.6354201,12.9322969
12.9426919,77.6178326,3,nan,77.6178326,12.9426919
12.9427261,77.6174579,3,nan,77.6174579,12.9427261
12.9412707,77.6210254,3,nan,77.6210254,12.9412707
12.9415455,77.6190014,3,nan,77.6190014,12.9415455
12.9414605,77.6188286,3,nan,77.6188286,12.9414605
12.9416245,77.6214994,3,nan,77.6214994,12.9416245
12.9416355,77.6185128,3,nan,77.6185128,12.9416355
12.9416698,77.6181731,1,nan,77.6181731,12.9416698
12.9418544,77.6217952,4,nan,77.6217952,12.9418544
12.9426246,77.6200538,3,nan,77.6200538,12.9426246
12.943299,77.6204476,3,nan,77.6204476,12.943299
12.9434784,77.6182651,3,nan,77.6182651,12.9434784
12.9434836,77.6184425,3,nan,77.6184425,12.9434836
12.9436581,77.6196266,3,nan,77.6196266,12.9436581
12.9439056,77.6183462,3,nan,77.6183462,12.9439056
12.9439756,77.6179247,3,nan,77.6179247,12.9439756
12.9441401,77.6185815,1,nan,77.6185815,12.9441401
12.9444134,77.6186641,1,nan,77.6186641,12.9444134
12.9444375,77.6189452,3,nan,77.6189452,12.9444375
12.9447647,77.6178921,3,nan,77.6178921,12.9447647
12.9446171,77.6178166,3,nan,77.6178166,12.9446171
12.9447852,77.6174086,3,nan,77.6174086,12.9447852
12.9449667,77.6179261,4,nan,77.6179261,12.9449667
12.9451297,77.6179822,3,nan,77.6179822,12.9451297
12.9451658,77.6170161,4,nan,77.6170161,12.9451658
12.9452986,77.618284,3,nan,77.618284,12.9452986
12.9453619,77.6178497,3,nan,77.6178497,12.9453619
12.9454123,77.6180842,4,nan,77.6180842,12.9454123
12.9454339,77.6172969,4,nan,77.6172969,12.9454339
12.9454999,77.6171355,4,nan,77.6171355,12.9454999
12.9455452,77.6183697,3,nan,77.6183697,12.9455452
12.9455958,77.6177027,3,nan,77.6177027,12.9455958
12.9455892,77.6173503,3,nan,77.6173503,12.9455892
12.9456199,77.6181394,3,nan,77.6181394,12.9456199
12.9456678,77.6171821,3,nan,77.6171821,12.9456678
12.9456773,77.6175378,3,nan,77.6175378,12.9456773
12.9457478,77.6173952,3,nan,77.6173952,12.9457478
12.9457717,77.6177658,3,nan,77.6177658,12.9457717
12.9458271,77.6172347,4,nan,77.6172347,12.9458271
12.9459069,77.6174287,3,nan,77.6174287,12.9459069
12.9461588,77.6183292,3,nan,77.6183292,12.9461588
12.9461873,77.6182959,3,nan,77.6182959,12.9461873
12.9462543,77.6181353,4,nan,77.6181353,12.9462543
12.9463377,77.617969,4,nan,77.617969,12.9463377
12.9464178,77.6178073,4,nan,77.6178073,12.9464178
12.9464945,77.6176523,4,nan,77.6176523,12.9464945
12.9308518,77.6241866,3,nan,77.6241866,12.9308518
12.9268708,77.6323631,1,nan,77.6323631,12.9268708
12.9435363,77.6205813,3,nan,77.6205813,12.9435363
12.9265612,77.623379,3,nan,77.623379,12.9265612
12.9328994,77.6336226,3,nan,77.6336226,12.9328994
12.9316638,77.6334015,3,nan,77.6334015,12.9316638
12.9322071,77.6334952,3,nan,77.6334952,12.9322071
12.9332839,77.6337358,3,nan,77.6337358,12.9332839
12.932601,77.6335687,3,nan,77.6335687,12.932601
12.9336873,77.6338878,3,nan,77.6338878,12.9336873
12.9389451,77.6257855,3,nan,77.6257855,12.9389451
12.9343933,77.6343045,3,nan,77.6343045,12.9343933
12.9274016,77.6384047,3,nan,77.6384047,12.9274016
12.9267997,77.6395876,3,nan,77.6395876,12.9267997
12.9259844,77.6391515,1,nan,77.6391515,12.9259844
12.9265781,77.6392336,3,nan,77.6392336,12.9265781
12.9281564,77.6369485,3,nan,77.6369485,12.9281564
12.9284297,77.6371035,3,nan,77.6371035,12.9284297
12.9280762,77.6378163,3,nan,77.6378163,12.9280762
12.9271481,77.638255,3,nan,77.638255,12.9271481
12.9276669,77.6385459,3,nan,77.6385459,12.9276669
12.9255973,77.6388022,3,nan,77.6388022,12.9255973
12.9272439,77.6381151,3,nan,77.6381151,12.9272439
12.924298,77.6389482,3,nan,77.6389482,12.924298
12.9394716,77.622999,3,nan,77.622999,12.9394716
12.940457,77.6242461,3,nan,77.6242461,12.940457
12.9404644,77.6202825,4,nan,77.6202825,12.9404644
12.9394696,77.6268249,3,nan,77.6268249,12.9394696
12.9382511,77.6271508,1,nan,77.6271508,12.9382511
12.9396052,77.6273304,3,nan,77.6273304,12.9396052
12.9400752,77.6268609,3,nan,77.6268609,12.9400752
12.9398719,77.6267167,1,nan,77.6267167,12.9398719
12.939884,77.627257,3,nan,77.627257,12.939884
12.9384036,77.6261302,3,nan,77.6261302,12.9384036
12.9387505,77.6271088,3,nan,77.6271088,12.9387505
12.9388026,77.6272968,3,nan,77.6272968,12.9388026
12.9382732,77.627453,1,nan,77.627453,12.9382732
12.9383401,77.628012,1,nan,77.628012,12.9383401
12.9388851,77.6275758,3,nan,77.6275758,12.9388851
12.9383183,77.6277551,1,nan,77.6277551,12.9383183
12.9300751,77.6336189,3,nan,77.6336189,12.9300751
12.9305505,77.6337988,3,nan,77.6337988,12.9305505
12.9308421,77.6329681,3,nan,77.6329681,12.9308421
12.930946,77.6332238,3,nan,77.6332238,12.930946
12.9301072,77.6334257,3,nan,77.6334257,12.9301072
12.9346844,77.6299342,3,nan,77.6299342,12.9346844
12.9436389,77.6174696,3,nan,77.6174696,12.9436389
12.9424183,77.6178369,3,nan,77.6178369,12.9424183
12.9387203,77.6270127,3,nan,77.6270127,12.9387203
12.9376582,77.6265696,3,nan,77.6265696,12.9376582
12.9409012,77.624399,4,nan,77.624399,12.9409012
12.9409526,77.624452,3,nan,77.624452,12.9409526
12.9432959,77.6218316,3,nan,77.6218316,12.9432959
12.9438746,77.6211655,3,nan,77.6211655,12.9438746
12.9440989,77.6209018,4,nan,77.6209018,12.9440989
12.944716,77.6201013,3,nan,77.6201013,12.944716
12.9453304,77.6192198,4,nan,77.6192198,12.9453304
12.9459104,77.6184805,3,nan,77.6184805,12.9459104
12.9460407,77.6185324,4,nan,77.6185324,12.9460407
12.9303988,77.6330477,3,nan,77.6330477,12.9303988
12.93222,77.6318336,3,nan,77.6318336,12.93222
12.9330766,77.6309441,4,nan,77.6309441,12.9330766
12.9339015,77.630151,3,nan,77.630151,12.9339015
12.9336568,77.630379,3,nan,77.630379,12.9336568
12.935357,77.6287135,4,nan,77.6287135,12.935357
12.9359641,77.6280956,3,nan,77.6280956,12.9359641
12.9254753,77.6334917,3,nan,77.6334917,12.9254753
12.9269216,77.6334528,3,nan,77.6334528,12.9269216
12.934432,77.6296147,5,nan,77.6296147,12.934432
12.9326188,77.6371853,1,nan,77.6371853,12.9326188
12.9303855,77.6358731,3,nan,77.6358731,12.9303855
12.9307192,77.6354287,3,nan,77.6354287,12.9307192
12.9310431,77.6362726,3,nan,77.6362726,12.9310431
12.9314828,77.6339643,3,nan,77.6339643,12.9314828
12.9312643,77.6358454,3,nan,77.6358454,12.9312643
12.9313139,77.6357453,3,nan,77.6357453,12.9313139
12.9314513,77.6354945,3,nan,77.6354945,12.9314513
12.9316696,77.6350793,3,nan,77.6350793,12.9316696
12.93186,77.6364008,1,nan,77.6364008,12.93186
12.9321084,77.6342234,3,nan,77.6342234,12.9321084
12.932184,77.6340928,3,nan,77.6340928,12.932184
12.9322506,77.6366957,1,nan,77.6366957,12.9322506
12.9322803,77.6366354,3,nan,77.6366354,12.9322803
12.9323873,77.6364313,3,nan,77.6364313,12.9323873
12.9325528,77.6360918,3,nan,77.6360918,12.9325528
12.9325358,77.6371547,3,nan,77.6371547,12.9325358
12.9327448,77.6356922,3,nan,77.6356922,12.9327448
12.9329754,77.6248144,1,nan,77.6248144,12.9329754
12.9329706,77.6253934,3,nan,77.6253934,12.9329706
12.933232,77.6254669,3,nan,77.6254669,12.933232
12.9435745,77.6237264,3,nan,77.6237264,12.9435745
12.9443145,77.6229585,1,nan,77.6229585,12.9443145
12.9253402,77.6265362,3,nan,77.6265362,12.9253402
12.9249906,77.6335475,4,nan,77.6335475,12.9249906
12.9246883,77.6316508,3,nan,77.6316508,12.9246883
12.9275608,77.6210315,4,nan,77.6210315,12.9275608
12.9435024,77.6179615,3,nan,77.6179615,12.9435024
12.9288886,77.630749,3,nan,77.630749,12.9288886
12.9291644,77.6295456,3,nan,77.6295456,12.9291644
12.9288682,77.6295244,3,nan,77.6295244,12.9288682
12.9285783,77.6306661,3,nan,77.6306661,12.9285783
12.9282844,77.6305876,3,nan,77.6305876,12.9282844
12.9285423,77.6295011,3,nan,77.6295011,12.9285423
12.9294894,77.6295658,3,nan,77.6295658,12.9294894
12.9281964,77.6294763,3,nan,77.6294763,12.9281964
12.9279644,77.6305021,3,nan,77.6305021,12.9279644
12.9291929,77.6308262,3,nan,77.6308262,12.9291929
12.9428705,77.6196573,3,nan,77.6196573,12.9428705
12.9435121,77.6199611,3,nan,77.6199611,12.9435121
12.9427892,77.619713,3,nan,77.619713,12.9427892
12.9269243,77.6385971,3,nan,77.6385971,12.9269243
12.9246913,77.6382135,3,nan,77.6382135,12.9246913
12.9285599,77.6361497,3,nan,77.6361497,12.9285599
12.9281464,77.6359893,4,nan,77.6359893,12.9281464
12.9277095,77.6357739,3,nan,77.6357739,12.9277095
12.929329,77.6351874,1,nan,77.6351874,12.929329
12.929079,77.6350689,3,nan,77.6350689,12.929079
12.9291749,77.6348857,3,nan,77.6348857,12.9291749
12.9296265,77.6348352,1,nan,77.6348352,12.9296265
12.929279,77.6346779,3,nan,77.6346779,12.929279
12.9297466,77.634651,1,nan,77.634651,12.9297466
12.9293762,77.6344723,3,nan,77.6344723,12.9293762
12.9299988,77.6345081,1,nan,77.6345081,12.9299988
12.9301622,77.6343392,1,nan,77.6343392,12.9301622
12.9295963,77.6340977,3,nan,77.6340977,12.9295963
12.9303348,77.6341688,1,nan,77.6341688,12.9303348
12.9297066,77.6338793,3,nan,77.6338793,12.9297066
12.9304876,77.6340174,1,nan,77.6340174,12.9304876
12.9297946,77.6336868,3,nan,77.6336868,12.9297946
12.9294741,77.634222,3,nan,77.634222,12.9294741
12.9298044,77.6335345,4,nan,77.6335345,12.9298044
12.9324462,77.6250405,1,nan,77.6250405,12.9324462
12.932009,77.6245652,3,nan,77.6245652,12.932009
12.9367136,77.6249039,3,nan,77.6249039,12.9367136
12.9369073,77.6278132,3,nan,77.6278132,12.9369073
12.9369575,77.6285805,3,nan,77.6285805,12.9369575
