osmid,highway,oneway,reversed,length,lanes,name,width,est_width,bridge,maxspeed,access,longitude,latitude
28186808,residential,False,True,34.903,nan,6th C Cross Road,nan,nan,nan,nan,nan,77.62333765,12.939110750000001
28186847,residential,False,False,174.172,nan,17th F3 Main Road,nan,nan,nan,nan,nan,77.62383700000001,12.939746999999999
28186839,residential,False,False,30.112,nan,6th D Cross Road,nan,nan,nan,nan,nan,77.62434345,12.9403604
28186839,residential,False,True,37.494,nan,6th D Cross Road,nan,nan,nan,nan,nan,77.624562,12.940143500000001
28186847,residential,False,True,174.172,nan,17th F3 Main Road,nan,nan,nan,nan,nan,77.62383700000001,12.939746999999999
28186808,residential,False,False,34.903,nan,6th C Cross Road,nan,nan,nan,nan,nan,77.62333765,12.939110750000001
28186808,residential,False,True,30.694,nan,6th C Cross Road,nan,nan,nan,nan,nan,77.6235323,12.9388849
28186863,residential,False,False,176.794,nan,17th F2 Main Road,nan,nan,nan,nan,nan,77.62406265,12.93950725
28186839,residential,False,False,37.494,nan,6th D Cross Road,nan,nan,nan,nan,nan,77.624562,12.940143500000001
28186839,residential,False,True,30.927,nan,6th D Cross Road,nan,nan,nan,nan,nan,77.6247832,12.939924000000001
28186863,residential,False,True,176.794,nan,17th F2 Main Road,nan,nan,nan,nan,nan,77.62406265,12.93950725
28186808,residential,False,False,30.694,nan,6th C Cross Road,nan,nan,nan,nan,nan,77.6235323,12.9388849
28186808,residential,False,True,34.791,nan,6th C Cross Road,nan,nan,nan,nan,nan,77.6237283,12.938660850000002
28186869,residential,False,False,179.449,nan,17th F1 Main Road,nan,nan,nan,nan,nan,77.62425285,12.93930165
28186839,residential,False,False,30.927,nan,6th D Cross Road,nan,nan,nan,nan,nan,77.6247832,12.939924000000001
28186839,residential,False,True,35.911,nan,6th D Cross Road,nan,nan,nan,nan,nan,77.6249993,12.939709600000002
28186869,residential,False,True,179.449,nan,17th F1 Main Road,nan,nan,nan,nan,nan,77.62425285,12.93930165
28186826,residential,False,False,38.347,nan,6th Cross Road,nan,nan,nan,nan,nan,77.6219925,12.940965549999998
28186826,residential,False,True,6.581,nan,6th Cross Road,nan,nan,nan,nan,nan,77.62214125,12.940824849999998
28186871,residential,False,False,134.508,nan,18G Main Road,nan,nan,nan,nan,nan,77.6225919,12.94123795
28186828,residential,False,False,31.272,nan,18th Main Road,nan,nan,nan,nan,nan,77.62317014999999,12.94153485
28186828,residential,False,True,35.156,nan,18th Main Road,nan,nan,nan,nan,nan,77.6229514,12.9417439
28186871,residential,False,True,134.508,nan,18G Main Road,nan,nan,nan,nan,nan,77.6225919,12.94123795
28186826,residential,False,False,26.962,nan,6th Cross Road,nan,nan,nan,nan,nan,77.6222516,12.940719099999999
28186826,residential,False,True,17.105,nan,6th Cross Road,nan,nan,nan,nan,nan,77.6223966,12.9405802
28186872,residential,False,False,135.289,nan,18th F Main Road,nan,nan,nan,nan,nan,77.62280820000001,12.94103675
28186828,residential,False,False,34.245,nan,18th Main Road,nan,nan,nan,nan,nan,77.62339209999999,12.94133485
28186828,residential,False,True,31.272,nan,18th Main Road,nan,nan,nan,nan,nan,77.62317014999999,12.94153485
28186872,residential,False,True,135.289,nan,18th F Main Road,nan,nan,nan,nan,nan,77.62280820000001,12.94103675
28186826,residential,False,False,17.097,nan,6th Cross Road,nan,nan,nan,nan,nan,77.62250915,12.940472400000003
28186826,residential,False,True,38.3,nan,6th Cross Road,nan,nan,nan,nan,nan,77.62269140000001,12.94029775
28186873,residential,False,False,136.328,nan,18th E Main Road,nan,nan,nan,nan,nan,77.62303675,12.9408244
28186828,residential,False,False,44.864,nan,18th Main Road,nan,nan,nan,nan,nan,77.62364205,12.941076500000001
28186828,residential,False,True,34.245,nan,18th Main Road,nan,nan,nan,nan,nan,77.62339209999999,12.94133485
28186873,residential,False,True,136.328,nan,18th E Main Road,nan,nan,nan,nan,nan,77.62303675,12.9408244
28186938,residential,False,False,32.052,nan,16th B Main Road,nan,nan,nan,nan,nan,77.62311944999999,12.931437249999998
38042287,tertiary,False,False,15.632,nan,7th Cross Road,nan,nan,nan,nan,nan,77.62313284999999,12.93127185
38042287,tertiary,False,True,52.681,nan,7th Cross Road,nan,nan,nan,nan,nan,77.62284515,12.9313972
28186938,residential,False,False,33.242,nan,16th B Main Road,nan,nan,nan,nan,nan,77.6233103,12.931936149999999
28186938,residential,False,True,26.558,nan,16th B Main Road,nan,nan,nan,nan,nan,77.6232139,12.9316842
28186940,residential,False,False,133.221,nan,7th A Cross Road,nan,nan,nan,nan,nan,77.62380945,12.931534150000001
28186940,residential,False,False,50.472,nan,7th A Cross Road,nan,nan,nan,nan,nan,77.62427439999999,12.931062
28186940,residential,False,True,133.221,nan,7th A Cross Road,nan,nan,nan,nan,nan,77.62380945,12.931534150000001
655810296,residential,False,False,37.657,nan,nan,nan,nan,nan,nan,nan,77.62442999999999,12.931428100000002
28186938,residential,False,False,53.274,nan,16th B Main Road,nan,nan,nan,nan,nan,77.62345509999999,12.93229865
28186938,residential,False,True,33.242,nan,16th B Main Road,nan,nan,nan,nan,nan,77.6233103,12.931936149999999
28186944,residential,False,False,134.523,nan,7th B Cross Road,nan,nan,nan,nan,nan,77.62393085,12.9318301
28125791,residential,False,True,85.994,nan,16th Main Road,nan,nan,nan,nan,nan,77.62478425,12.931038649999998
28186944,residential,False,True,48.604,nan,7th B Cross Road,nan,nan,nan,nan,nan,77.62470265,12.9314951
28125791,residential,False,False,44.184,nan,16th Main Road,nan,nan,nan,nan,nan,77.6249703359206,12.931595204677686
32316489,residential,False,False,43.833,nan,nan,nan,nan,nan,nan,nan,77.61753965,12.94321575
32316489,residential,False,True,16.949,nan,nan,nan,nan,nan,nan,nan,77.61761920000001,12.9434778
32316412,residential,False,False,44.443,nan,2nd C Main Road,nan,nan,nan,nan,nan,77.61768325,12.9429981
32316489,residential,False,False,33.581,nan,nan,nan,nan,nan,nan,nan,77.61746915,12.9428767
32316489,residential,False,True,43.833,nan,nan,nan,nan,nan,nan,nan,77.61753965,12.94321575
32316489,residential,False,False,37.304,nan,nan,nan,nan,nan,nan,nan,77.6173492,12.941546599999999
32316489,residential,False,True,53.395,nan,nan,nan,nan,nan,nan,nan,77.61738424999999,12.94195295
28186705,tertiary,False,False,30.37,nan,6th Cross Road,nan,nan,nan,nan,nan,77.62427395,12.93747145
28186705,tertiary,False,True,26.756,nan,6th Cross Road,nan,nan,nan,nan,nan,77.62444575,12.937276650000001
28186788,residential,False,False,72.748,nan,17th A Main Road,nan,nan,nan,nan,nan,77.62573195,12.936948350000002
32291053,residential,False,True,46.07,nan,6th E Cross Road,nan,nan,nan,nan,nan,77.62534735,12.936902400000001
28186788,residential,False,True,50.349000000000004,nan,17th A Main Road,nan,nan,nan,nan,nan,77.6253026395362,12.936586046267841
28186788,residential,False,False,40.055,nan,17th A Main Road,nan,nan,nan,nan,nan,77.6261272,12.9372783
28186788,residential,False,True,72.748,nan,17th A Main Road,nan,nan,nan,nan,nan,77.62573195,12.936948350000002
32291057,residential,False,True,47.141,nan,6th Cross Road,nan,nan,nan,nan,nan,77.6258517,12.93732445
28186705,tertiary,False,False,10.16,nan,6th Cross Road,nan,nan,nan,nan,nan,77.62415204999999,12.93760965
28186705,tertiary,False,True,30.37,nan,6th Cross Road,nan,nan,nan,nan,nan,77.62427395,12.93747145
32291050,residential,False,False,55.662,nan,17th D Main Road,nan,nan,nan,nan,nan,77.62437374999999,12.93774215
32291050,residential,False,True,55.662,nan,17th D Main Road,nan,nan,nan,nan,nan,77.62437374999999,12.93774215
32291053,residential,False,False,42.19,nan,6th E Cross Road,nan,nan,nan,nan,nan,77.6246824,12.93775805
32291050,residential,False,False,73.07,nan,17th D Main Road,nan,nan,nan,nan,nan,77.62481626400576,12.938128292991898
32291050,residential,False,False,39.54,nan,17th D Main Road,nan,nan,nan,nan,nan,77.62520774999999,12.9384611
32291057,residential,False,False,47.792,nan,6th Cross Road,nan,nan,nan,nan,nan,77.6252001,12.938171950000001
32291050,residential,False,True,73.07,nan,17th D Main Road,nan,nan,nan,nan,nan,77.62481626400576,12.938128292991898
32291050,residential,False,True,39.54,nan,17th D Main Road,nan,nan,nan,nan,nan,77.62520774999999,12.9384611
32291059,residential,False,False,164.799,nan,6th G Cross Road,nan,nan,nan,nan,nan,77.62580605,12.9379871
32291050,residential,False,False,62.793,nan,17th D Main Road,nan,nan,nan,nan,nan,77.62556572639518,12.93876112824443
28186788,residential,False,True,40.055,nan,17th A Main Road,nan,nan,nan,nan,nan,77.6261272,12.9372783
32291059,residential,False,True,164.799,nan,6th G Cross Road,nan,nan,nan,nan,nan,77.62580605,12.9379871
28186788,residential,False,False,43.872,nan,17th A Main Road,nan,nan,nan,nan,nan,77.6264176063413,12.937527937481768
32291053,residential,False,False,46.07,nan,6th E Cross Road,nan,nan,nan,nan,nan,77.62534735,12.936902400000001
32291053,residential,False,True,33.328,nan,6th E Cross Road,nan,nan,nan,nan,nan,77.6251234,12.9371849
32291065,residential,False,False,71.338,nan,17th A1 Main Road,nan,nan,nan,nan,nan,77.6254671,12.937278500000001
32291057,residential,False,False,47.141,nan,6th Cross Road,nan,nan,nan,nan,nan,77.6258517,12.93732445
32291057,residential,False,True,32.159,nan,6th Cross Road,nan,nan,nan,nan,nan,77.6256272,12.937605900000001
32291065,residential,False,True,71.338,nan,17th A1 Main Road,nan,nan,nan,nan,nan,77.6254671,12.937278500000001
32291053,residential,False,False,33.328,nan,6th E Cross Road,nan,nan,nan,nan,nan,77.6251234,12.9371849
32291053,residential,False,True,41.912,nan,6th E Cross Road,nan,nan,nan,nan,nan,77.6249138,12.9374545
32291066,residential,False,False,72.506,nan,17th A2 Main Road,nan,nan,nan,nan,nan,77.6252835,12.937512300000002
32291057,residential,False,False,32.159,nan,6th Cross Road,nan,nan,nan,nan,nan,77.6256272,12.937605900000001
32291057,residential,False,True,38.153,nan,6th Cross Road,nan,nan,nan,nan,nan,77.62543500000001,12.937860600000002
32291066,residential,False,True,72.506,nan,17th A2 Main Road,nan,nan,nan,nan,nan,77.6252835,12.937512300000002
32291053,residential,False,False,41.912,nan,6th E Cross Road,nan,nan,nan,nan,nan,77.6249138,12.9374545
32291053,residential,False,True,42.19,nan,6th E Cross Road,nan,nan,nan,nan,nan,77.6246824,12.93775805
32291067,residential,False,False,72.173,nan,17th A3 Main Road,nan,nan,nan,nan,nan,77.6250653,12.9378028
32291057,residential,False,False,38.153,nan,6th Cross Road,nan,nan,nan,nan,nan,77.62543500000001,12.937860600000002
32291057,residential,False,True,47.792,nan,6th Cross Road,nan,nan,nan,nan,nan,77.6252001,12.938171950000001
32291067,residential,False,True,72.173,nan,17th A3 Main Road,nan,nan,nan,nan,nan,77.6250653,12.9378028
32315624,residential,False,False,21.403,nan,Basavalla Temple Road,nan,nan,nan,nan,nan,77.6187664,12.94138575
38042288,tertiary,False,False,95.159,nan,nan,nan,nan,nan,nan,nan,77.61909344168735,12.94111362696462
32315624,residential,False,False,7.97,nan,Basavalla Temple Road,nan,nan,nan,nan,nan,77.61967784999999,12.9422308
32315624,residential,False,True,37.933,nan,Basavalla Temple Road,nan,nan,nan,nan,nan,77.6195717994978,12.942052405274856
32316571,residential,False,False,130.928,nan,2nd Cross Road,nan,nan,nan,nan,nan,77.62020632839888,12.941947987152737
1427069900,residential,False,True,61.498,nan,2nd Main Road,nan,nan,nan,nan,nan,77.61951300000001,12.9434047
32315624,residential,False,True,42.144999999999996,nan,Basavalla Temple Road,nan,nan,nan,nan,nan,77.61953578650903,12.943017307961453
487960213,residential,False,False,61.736000000000004,nan,Lakshmi Devi Temple Road,nan,nan,nan,nan,nan,77.61916396547733,12.943304340138857
995124323,residential,False,False,35.775999999999996,nan,nan,nan,nan,nan,nan,nan,77.61939990829099,12.942992868501337
487960213,residential,False,False,18.993,nan,Lakshmi Devi Temple Road,nan,nan,nan,nan,nan,77.6188245,12.9434439
661909048,residential,False,False,28.003,nan,nan,nan,nan,nan,nan,nan,77.61890055,12.94330145
487960213,residential,False,True,61.736000000000004,nan,Lakshmi Devi Temple Road,nan,nan,nan,nan,nan,77.61916396547733,12.943304340138857
32315927,residential,False,True,55.391,nan,Main Road,nan,nan,nan,nan,nan,77.61878544999999,12.94370565
487960213,residential,False,False,32.188,nan,Lakshmi Devi Temple Road,nan,nan,nan,nan,nan,77.61859055,12.9434722
487960213,residential,False,True,18.993,nan,Lakshmi Devi Temple Road,nan,nan,nan,nan,nan,77.6188245,12.9434439
32316466,residential,False,False,14.591,nan,Lakshmi Devi Temple Road,nan,nan,nan,nan,nan,77.61770585,12.9435403
487960213,residential,False,True,20.73,nan,Lakshmi Devi Temple Road,nan,nan,nan,nan,nan,77.61786685000001,12.943515800000002
32316011,residential,False,True,52.321,nan,nan,nan,nan,nan,nan,nan,77.61784964973559,12.94375200473421
38042288,tertiary,False,True,37.042,nan,nan,nan,nan,nan,nan,nan,77.61962775,12.9408268
38042288,tertiary,False,False,55.331,nan,nan,nan,nan,nan,nan,nan,77.62000126389772,12.940626776077648
38042288,tertiary,False,False,37.042,nan,nan,nan,nan,nan,nan,nan,77.61962775,12.9408268
38042288,tertiary,False,True,95.159,nan,nan,nan,nan,nan,nan,nan,77.61909344168735,12.94111362696462
32316489,residential,False,True,37.304,nan,nan,nan,nan,nan,nan,nan,77.6173492,12.941546599999999
32316489,residential,False,False,23.43,nan,nan,nan,nan,nan,nan,nan,77.61744290000001,12.94254615
32316489,residential,False,True,8.361,nan,nan,nan,nan,nan,nan,nan,77.61745450000001,12.942688650000001
32316466,residential,False,False,20.825,nan,Lakshmi Devi Temple Road,nan,nan,nan,nan,nan,77.61755455,12.94359515
32316466,residential,False,True,14.591,nan,Lakshmi Devi Temple Road,nan,nan,nan,nan,nan,77.61770585,12.9435403
32316489,residential,False,False,16.949,nan,nan,nan,nan,nan,nan,nan,77.61761920000001,12.9434778
1278123718,residential,False,False,7.187,nan,nan,nan,nan,nan,nan,nan,77.6212643,12.9414028
1357130528,secondary,True,False,36.5,nan,80 Feet Road,nan,nan,nan,nan,nan,77.62136775,12.94152215
32316571,residential,False,True,60.655,nan,2nd Cross Road,nan,nan,nan,nan,nan,77.62098969508456,12.941549090627305
1391305617,tertiary,False,False,111.648,nan,7th Cross Road,nan,nan,nan,nan,nan,77.63083895,12.9296589
1391305617,tertiary,False,True,122.402,nan,7th Cross Road,nan,nan,nan,nan,nan,77.6297849,12.9298873
27785841,residential,False,True,67.071,nan,8th A Main Road,nan,nan,nan,nan,nan,77.63046874617008,12.93003675187618
37450483,residential,False,False,41.054,nan,5th Cross Road,nan,nan,nan,nan,nan,77.63253135,12.9304083
27785799,residential,False,False,51.228,nan,1st Cross Road,nan,nan,nan,nan,nan,77.63282616603313,12.930318543649044
27785799,residential,False,True,225.091,nan,1st Cross Road,nan,nan,nan,nan,nan,77.63160942561228,12.930141464498785
37450483,residential,False,False,35.53,nan,5th Cross Road,nan,nan,nan,nan,nan,77.63194010000001,12.93146725
37786370,residential,False,False,116.809,nan,7th A Main Road,nan,nan,nan,nan,nan,77.631802,12.9309154
37450483,residential,False,True,98.392,nan,5th Cross Road,nan,nan,nan,nan,nan,77.6322872994541,12.93098798808106
27785841,residential,False,False,79.673,nan,8th A Main Road,nan,nan,nan,nan,nan,77.6313423,12.931466550000001
37450483,residential,False,False,41.098,nan,5th Cross Road,nan,nan,nan,nan,nan,77.6314036,12.93190835
37450483,residential,False,True,37.961,nan,5th Cross Road,nan,nan,nan,nan,nan,77.6316711,12.9316684
"[27785841, 376782482]",residential,False,"[False, True]",59.461,nan,8th A Main Road,nan,nan,nan,nan,nan,77.63168091311368,12.931998044645127
27785830,residential,False,False,41.107,nan,10th Main Road,nan,nan,nan,nan,nan,77.63050675,12.932585450000001
37450483,residential,False,False,123.099,nan,5th Cross Road,nan,nan,nan,nan,nan,77.6301947,12.933119399999999
37450483,residential,False,True,36.622,nan,5th Cross Road,nan,nan,nan,nan,nan,77.63072425,12.932620400000001
27785830,residential,False,True,52.057,nan,10th Main Road,nan,nan,nan,nan,nan,77.63077666482084,12.932908785231042
37450483,residential,False,True,123.099,nan,5th Cross Road,nan,nan,nan,nan,nan,77.6301947,12.933119399999999
37786363,residential,False,True,36.109,nan,11th Main Road,nan,nan,nan,nan,nan,77.6296764,12.9333708
37450483,residential,False,False,27.682,nan,5th Cross Road,nan,nan,nan,nan,nan,77.62968256486222,12.93357808409333
37786363,residential,False,False,60.249,nan,11th Main Road,nan,nan,nan,nan,nan,77.62996559165173,12.933699657672069
37786354,residential,False,False,37.554,nan,8th Cross Road,nan,nan,nan,nan,nan,77.63420385,12.93425585
309079083,residential,False,False,53.318,nan,8th Cross Road,nan,nan,nan,nan,nan,77.6339955,12.933902849999999
37786354,residential,False,False,19.899,nan,8th Cross Road,nan,nan,nan,nan,nan,77.6345652,12.93464845
37786354,residential,False,True,30.501,nan,8th Cross Road,nan,nan,nan,nan,nan,77.6343954,12.934498
37786354,residential,False,True,17.977,nan,8th Cross Road,nan,nan,nan,nan,nan,77.63514185551507,12.934842296717736
655807585,residential,False,False,172.15699999999998,nan,nan,nan,nan,nan,nan,nan,77.63551727108295,12.934536794328555
37786354,residential,False,False,17.838,nan,8th Cross Road,nan,nan,nan,nan,nan,77.63472250000001,12.934718599999998
37786354,residential,False,True,19.899,nan,8th Cross Road,nan,nan,nan,nan,nan,77.6345652,12.93464845
27785841,residential,False,False,45.398,nan,8th A Main Road,nan,nan,nan,nan,nan,77.63070830000001,12.93048485
27785841,residential,False,True,66.479,nan,8th A Main Road,nan,nan,nan,nan,nan,77.6309832,12.930910449999999
37786361,residential,False,False,44.312,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.6306251,12.930735799999999
37786361,residential,False,True,38.079,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.63098174999999,12.9306084
37786361,residential,False,False,35.018,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.630019,12.9310692
37786361,residential,False,True,36.544,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.6302854,12.93088525
37786367,residential,False,False,72.588,nan,9th Main Road,nan,nan,nan,nan,nan,77.63031645000001,12.931234100000001
37786361,residential,False,False,39.415,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.6298105,12.931331349999999
37786361,residential,False,True,35.018,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.630019,12.9310692
37786366,residential,False,True,73.302,nan,9th A Main,nan,nan,nan,nan,nan,77.63008909999999,12.93145385
27785830,residential,False,False,45.5,nan,10th Main Road,nan,nan,nan,nan,nan,77.6295749,12.9313344
27785830,residential,False,True,31.817,nan,10th Main Road,nan,nan,nan,nan,nan,77.62981825,12.9315886
37786361,residential,False,True,39.415,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.6298105,12.931331349999999
37786361,residential,False,False,148.461,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.62941580365586,12.932083051637912
27785777,residential,False,False,41.056,nan,12th Main Road,nan,nan,nan,nan,nan,77.62817960000001,12.93334585
27785777,residential,False,True,32.926,nan,12th Main Road,nan,nan,nan,nan,nan,77.6284468,12.93355285
37786361,residential,False,True,120.457,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.62869825,12.93305685
27785777,residential,False,False,32.926,nan,12th Main Road,nan,nan,nan,nan,nan,77.6284468,12.93355285
27785777,residential,False,True,38.606,nan,12th Main Road,nan,nan,nan,nan,nan,77.62870515,12.933753
37786362,residential,False,False,43.08,nan,4th Cross Road,nan,nan,nan,nan,nan,77.6286987,12.93350105
37786362,residential,False,False,149.988,nan,4th Cross Road,nan,nan,nan,nan,nan,77.62958914999999,12.932286399999999
37786362,residential,False,True,36.483,nan,4th Cross Road,nan,nan,nan,nan,nan,77.6291543,12.933007350000002
37786363,residential,False,False,35.13,nan,11th Main Road,nan,nan,nan,nan,nan,77.62936725,12.932997949999999
37786363,residential,False,True,32.63,nan,11th Main Road,nan,nan,nan,nan,nan,77.62916425,12.9327663
37786361,residential,False,False,120.457,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.62869825,12.93305685
37786363,residential,False,False,32.63,nan,11th Main Road,nan,nan,nan,nan,nan,77.62916425,12.9327663
37786363,residential,False,True,42.608,nan,11th Main Road,nan,nan,nan,nan,nan,77.6289324,12.932514850000002
37786361,residential,False,True,148.461,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.62941580365589,12.932083051637914
27785841,residential,False,False,66.479,nan,8th A Main Road,nan,nan,nan,nan,nan,77.6309832,12.930910449999999
27785841,residential,False,True,79.673,nan,8th A Main Road,nan,nan,nan,nan,nan,77.6313423,12.931466550000001
37786364,residential,False,False,44.985,nan,4th A Cross Road,nan,nan,nan,nan,nan,77.63096545,12.93124895
37786364,residential,False,False,34.757,nan,4th A Cross Road,nan,nan,nan,nan,nan,77.63019944999999,12.931866699999999
37786364,residential,False,True,34.389,nan,4th A Cross Road,nan,nan,nan,nan,nan,77.63038655,12.931618749999998
37786366,residential,False,False,73.302,nan,9th A Main,nan,nan,nan,nan,nan,77.63008909999999,12.93145385
37786366,residential,False,True,105.272,nan,9th A Main,nan,nan,nan,nan,nan,77.63055729999999,12.9321144
27785830,residential,False,False,41.134,nan,10th Main Road,nan,nan,nan,nan,nan,77.630021,12.931848800000001
27785830,residential,False,True,56.249,nan,10th Main Road,nan,nan,nan,nan,nan,77.63026395,12.93221715
37786364,residential,False,False,54.319,nan,4th A Cross Road,nan,nan,nan,nan,nan,77.63000215,12.93221805
37786364,residential,False,True,34.757,nan,4th A Cross Road,nan,nan,nan,nan,nan,77.63019944999999,12.931866699999999
37786363,residential,False,False,17.714,nan,11th Main Road,nan,nan,nan,nan,nan,77.6295236,12.93318005
37786363,residential,False,True,35.13,nan,11th Main Road,nan,nan,nan,nan,nan,77.62936725,12.932997949999999
37786364,residential,False,True,64.008,nan,4th A Cross Road,nan,nan,nan,nan,nan,77.62963065,12.93287195
37786363,residential,False,False,36.109,nan,11th Main Road,nan,nan,nan,nan,nan,77.6296764,12.9333708
37786363,residential,False,True,17.714,nan,11th Main Road,nan,nan,nan,nan,nan,77.6295236,12.93318005
37786365,residential,False,False,67.846,nan,4th B Cross Road,nan,nan,nan,nan,nan,77.62979985000001,12.933034000000001
27785830,residential,False,False,56.249,nan,10th Main Road,nan,nan,nan,nan,nan,77.63026395,12.93221715
27785830,residential,False,True,41.107,nan,10th Main Road,nan,nan,nan,nan,nan,77.63050675,12.932585450000001
37786365,residential,False,True,35.635,nan,4th B Cross Road,nan,nan,nan,nan,nan,77.6302884,12.93254355
37450483,residential,False,False,36.622,nan,5th Cross Road,nan,nan,nan,nan,nan,77.63072425,12.932620400000001
37450483,residential,False,True,31.082,nan,5th Cross Road,nan,nan,nan,nan,nan,77.63093695,12.93239745
37786366,residential,False,False,105.272,nan,9th A Main,nan,nan,nan,nan,nan,77.63055729999999,12.9321144
37450483,residential,False,False,31.082,nan,5th Cross Road,nan,nan,nan,nan,nan,77.63093695,12.93239745
37450483,residential,False,True,38.176,nan,5th Cross Road,nan,nan,nan,nan,nan,77.63115455,12.932169399999998
37786367,residential,False,True,105.046,nan,9th Main Road,nan,nan,nan,nan,nan,77.63076620000001,12.931901799999999
37786364,residential,False,False,34.389,nan,4th A Cross Road,nan,nan,nan,nan,nan,77.63038655,12.931618749999998
37786364,residential,False,True,35.903,nan,4th A Cross Road,nan,nan,nan,nan,nan,77.63063840000001,12.931423149999999
37786367,residential,False,False,105.046,nan,9th Main Road,nan,nan,nan,nan,nan,77.63076620000001,12.931901799999999
37786367,residential,False,True,72.588,nan,9th Main Road,nan,nan,nan,nan,nan,77.63031645000001,12.931234100000001
37450483,residential,False,False,38.176,nan,5th Cross Road,nan,nan,nan,nan,nan,77.63115455,12.932169399999998
37450483,residential,False,True,41.098,nan,5th Cross Road,nan,nan,nan,nan,nan,77.6314036,12.93190835
37786368,residential,False,False,95.104,nan,8th B Main Road,nan,nan,nan,nan,nan,77.63102675000002,12.93169075
37786361,residential,False,False,36.544,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.6302854,12.93088525
37786361,residential,False,True,44.312,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.6306251,12.930735799999999
37786368,residential,False,True,69.413,nan,8th B Main Road,nan,nan,nan,nan,nan,77.63060735,12.931074299999999
37786364,residential,False,False,35.903,nan,4th A Cross Road,nan,nan,nan,nan,nan,77.63063840000001,12.931423149999999
37786364,residential,False,True,44.985,nan,4th A Cross Road,nan,nan,nan,nan,nan,77.63096545,12.93124895
37786368,residential,False,False,69.413,nan,8th B Main Road,nan,nan,nan,nan,nan,77.63060735,12.931074299999999
37786368,residential,False,True,95.104,nan,8th B Main Road,nan,nan,nan,nan,nan,77.63102675000002,12.93169075
37450483,residential,False,False,37.961,nan,5th Cross Road,nan,nan,nan,nan,nan,77.6316711,12.9316684
37450483,residential,False,True,35.53,nan,5th Cross Road,nan,nan,nan,nan,nan,77.63194010000001,12.93146725
37786369,residential,False,False,132.973,nan,nan,nan,nan,nan,nan,nan,77.63147925,12.9310599
37786361,residential,False,False,38.079,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.63098174999999,12.9306084
37786361,residential,False,True,42.992,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.63134115,12.93050805
37786369,residential,False,True,132.973,nan,nan,nan,nan,nan,nan,nan,77.63147925,12.9310599
37450483,residential,False,True,41.054,nan,5th Cross Road,nan,nan,nan,nan,nan,77.63253135,12.9304083
37450483,residential,False,False,98.392,nan,5th Cross Road,nan,nan,nan,nan,nan,77.6322872994541,12.93098798808106
37786361,residential,False,False,102.8,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.63199987793762,12.930474805484858
37786361,residential,False,False,42.992,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.63134115,12.93050805
37786370,residential,False,True,116.809,nan,7th A Main Road,nan,nan,nan,nan,nan,77.631802,12.9309154
37786361,residential,False,True,102.8,nan,3rd Cross Road,nan,nan,nan,nan,nan,77.63199987793762,12.930474805484858
27931530,residential,False,True,203.22400000000002,nan,1st A Cross Road,nan,nan,nan,nan,nan,77.62706864569424,12.932777674072883
38767929,residential,False,False,71.885,nan,7th Main Road,nan,nan,nan,nan,nan,77.61738065,12.9462709
38767931,residential,False,False,20.558,nan,nan,nan,nan,nan,nan,nan,77.61756775,12.9465364
27785752,residential,False,True,153.523,nan,4th Cross Road,nan,nan,nan,nan,nan,77.62229554999999,12.928769100000002
1110164319,primary,True,False,56.049,2,Mahayogi Vemana Road,nan,nan,nan,nan,nan,77.6215556,12.92882105
27785717,residential,False,True,152.368,nan,5th Cross Road,nan,nan,nan,nan,nan,77.62249575,12.929253699999999
1110164319,primary,True,False,55.755,2,Mahayogi Vemana Road,nan,nan,nan,nan,nan,77.62174925,12.929286999999999
27785750,residential,False,True,154.954,nan,2nd Cross Road,nan,nan,nan,nan,nan,77.62191545,12.9278421
1110164319,primary,True,False,58.908,2,Mahayogi Vemana Road,nan,nan,nan,nan,nan,77.62116340413857,12.927882195079665
28125818,residential,False,False,52.676,nan,7th C Cross Road,nan,nan,nan,nan,nan,77.6233237,12.932616150000001
28186938,residential,False,True,53.274,nan,16th B Main Road,nan,nan,nan,nan,nan,77.62345509999999,12.93229865
28125818,residential,False,True,16.459,nan,7th C Cross Road,nan,nan,nan,nan,nan,77.62361373866096,12.932487858948596
27674078,residential,False,False,43.545,nan,16th C Main Road,nan,nan,nan,nan,nan,77.62582365,12.9355484
27674078,residential,False,True,131.47,nan,16th C Main Road,nan,nan,nan,nan,nan,77.62644,12.9360568
27785786,residential,False,False,65.379,nan,4th Cross Road,nan,nan,nan,nan,nan,77.62575955,12.93588015
